branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,order_wait_time
alpha,alpha22-004543,2022-02-04 08:28:00,coffee,Iced Coffee,0.5,1,60,30,delivery,mobile,M,False,3.3969812435097944
alpha,alpha22-004544,2022-02-04 08:36:00,tea,Green Tea,0.0,1,65,30,eat in,mobile,M,False,2.5880402164093828
alpha,alpha22-004545,2022-02-04 08:40:00,bakery,Sandwich,,1,80,30,to go,mobile,M,False,6.232696557427433
alpha,alpha22-004546,2022-02-04 08:42:00,coffee,Americano,0.5,1,45,25,to go,mobile,M,False,3.3683266476106346
alpha,alpha22-004547,2022-02-04 08:49:00,tea,Thai Tea,1.0,2,70,30,delivery,credit card,F,False,3.09863086413512
alpha,alpha22-004547,2022-02-04 08:49:00,bakery,Donut,,2,40,15,delivery,credit card,F,False,4.59863086413512
alpha,alpha22-004548,2022-02-04 08:50:00,coffee,Iced Coffee,1.0,1,60,30,delivery,credit card,F,True,4.298318051484125
alpha,alpha22-004548,2022-02-04 08:50:00,bakery,Croissant,,1,85,50,delivery,credit card,F,True,5.798318051484125
alpha,alpha22-004549,2022-02-04 08:52:00,tea,Green Tea,0.5,1,65,30,eat in,credit card,M,False,2.9798635154048894
alpha,alpha22-004550,2022-02-04 08:58:00,bakery,Sandwich,,3,80,30,to go,mobile,F,False,7.24244614514554
alpha,alpha22-004550,2022-02-04 08:58:00,coffee,Cappuccino,1.0,3,75,40,to go,mobile,F,False,8.74244614514554
alpha,alpha22-004551,2022-02-04 08:58:00,coffee,Black Coffee,0.75,2,45,20,to go,mobile,M,False,4.52308171622605
alpha,alpha22-004552,2022-02-04 09:13:00,bakery,Croissant,,1,85,50,eat in,mobile,F,False,2.6679848628841363
alpha,alpha22-004553,2022-02-04 09:14:00,smoothie,Kiwi Smoothie,0.75,1,90,50,eat in,credit card,M,False,4.018799930593584
alpha,alpha22-004554,2022-02-04 09:15:00,tea,Green Tea,1.0,2,65,30,delivery,mobile,M,False,6.445680004702938
alpha,alpha22-004554,2022-02-04 09:15:00,coffee,Mocha,0.5,1,70,35,delivery,mobile,M,False,7.945680004702938
alpha,alpha22-004555,2022-02-04 09:16:00,coffee,Iced Coffee,0.25,1,60,30,eat in,cash,M,False,5.515672413787914
alpha,alpha22-004556,2022-02-04 09:20:00,bakery,Muffin,,2,60,30,eat in,credit card,F,True,6.224037561060427
alpha,alpha22-004557,2022-02-04 09:20:00,coffee,Black Coffee,1.0,1,45,20,eat in,credit card,F,False,4.324816245287651
alpha,alpha22-004558,2022-02-04 09:30:00,coffee,Cappuccino,0.75,1,75,40,to go,mobile,M,False,3.8493783492554847
alpha,alpha22-004559,2022-02-04 09:37:00,coffee,Espresso,0.25,1,55,30,to go,credit card,M,False,3.1667602876549372
alpha,alpha22-004560,2022-02-04 09:39:00,tea,Bubble Tea,0.0,3,70,30,delivery,credit card,M,False,4.225833146080976
alpha,alpha22-004560,2022-02-04 09:39:00,coffee,Americano,0.25,4,45,25,delivery,credit card,M,False,7.225833146080976
alpha,alpha22-004561,2022-02-04 10:10:00,tea,Black Tea,0.75,1,45,20,eat in,cash,F,False,5.240159677682069
alpha,alpha22-004562,2022-02-04 10:22:00,tea,Green Tea,0.75,2,65,30,eat in,credit card,F,True,3.8645073996923247
alpha,alpha22-004563,2022-02-04 10:24:00,coffee,Black Coffee,0.75,2,45,20,eat in,mobile,F,False,3.4617610177915115
alpha,alpha22-004563,2022-02-04 10:24:00,bakery,Muffin,,2,60,30,eat in,mobile,F,False,4.9617610177915115
alpha,alpha22-004564,2022-02-04 10:25:00,coffee,Cappuccino,0.75,1,75,40,to go,mobile,F,False,4.267951217186338
alpha,alpha22-004565,2022-02-04 10:26:00,coffee,Americano,1.0,1,45,25,to go,mobile,F,False,3.1179674659988676
alpha,alpha22-004566,2022-02-04 10:33:00,tea,Jasmine Tea,0.25,3,55,25,to go,mobile,F,True,4.973450445077171
alpha,alpha22-004567,2022-02-04 10:34:00,bakery,Croissant,,3,85,50,delivery,credit card,M,False,5.621316307244296
alpha,alpha22-004568,2022-02-04 10:53:00,bakery,Cheese Cake,,1,120,80,to go,mobile,F,False,3.841834058482209
alpha,alpha22-004569,2022-02-04 10:54:00,coffee,Cappuccino,0.75,1,75,40,eat in,credit card,M,True,2.7480133393285557
alpha,alpha22-004569,2022-02-04 10:54:00,bakery,Donut,,1,40,15,eat in,credit card,M,True,4.248013339328556
alpha,alpha22-004570,2022-02-04 10:58:00,tea,Yuzu Tea,0.25,1,70,30,to go,credit card,F,True,2.9464471107983545
alpha,alpha22-004726,2022-02-05 06:31:00,coffee,Espresso,1.0,4,55,30,delivery,credit card,M,False,7.1279283055014115
alpha,alpha22-004727,2022-02-05 07:08:00,coffee,Cappuccino,0.5,1,75,40,eat in,mobile,F,False,4.225761767342087
alpha,alpha22-004728,2022-02-05 07:14:00,smoothie,Watermelon Smoothie,0.5,2,75,40,delivery,credit card,M,False,3.3896071179618534
alpha,alpha22-004728,2022-02-05 07:14:00,bakery,Sandwich,,2,80,30,delivery,credit card,M,False,4.889607117961853
alpha,alpha22-004728,2022-02-05 07:14:00,coffee,Latte,0.5,2,70,35,delivery,credit card,M,False,4.889607117961853
alpha,alpha22-004729,2022-02-05 07:18:00,coffee,Mocha,0.75,3,70,35,to go,credit card,F,False,5.027510994206271
alpha,alpha22-004730,2022-02-05 08:04:00,coffee,Black Coffee,0.5,1,45,20,to go,credit card,M,False,5.003207700844739
alpha,alpha22-004731,2022-02-05 08:12:00,tea,Green Tea,0.5,3,65,30,to go,credit card,M,False,7.853844813891674
alpha,alpha22-004732,2022-02-05 08:35:00,bakery,Croissant,,2,85,50,eat in,credit card,F,False,4.962383135435121
alpha,alpha22-004733,2022-02-05 08:35:00,bakery,Croissant,,2,85,50,to go,mobile,F,False,1.9518359763827364
alpha,alpha22-004734,2022-02-05 09:27:00,coffee,Americano,0.5,1,45,25,to go,gift card,M,False,5.562392807290088
alpha,alpha22-004735,2022-02-05 09:57:00,smoothie,Kiwi Smoothie,1.0,1,90,50,to go,credit card,F,False,7.140740298108273
alpha,alpha22-004736,2022-02-05 10:07:00,coffee,Iced Coffee,0.0,1,60,30,delivery,credit card,M,False,5.516227542244102
alpha,alpha22-004737,2022-02-05 10:19:00,coffee,Iced Coffee,0.0,3,60,30,to go,credit card,F,False,6.9097417851115335
alpha,alpha22-004738,2022-02-05 10:30:00,smoothie,Watermelon Smoothie,0.75,2,75,40,eat in,gift card,M,False,1.8790557564716517
alpha,alpha22-004739,2022-02-05 10:51:00,coffee,Cappuccino,0.25,1,75,40,to go,credit card,F,False,1.4246258883491625
alpha,alpha22-004740,2022-02-05 10:55:00,tea,Bubble Tea,0.75,1,70,30,eat in,credit card,F,True,3.0982403413925415
alpha,alpha22-004778,2022-02-06 06:15:00,coffee,Classic Black Cold Brew,0.25,2,100,35,eat in,mobile,M,True,3.5499870603424672
alpha,alpha22-004779,2022-02-06 08:04:00,smoothie,Mango Smoothie,0.25,2,90,45,to go,mobile,F,True,4.288788618464119
alpha,alpha22-004780,2022-02-06 08:31:00,coffee,Mocha,1.0,1,70,35,to go,credit card,F,False,2.2650327024877317
alpha,alpha22-004781,2022-02-06 10:02:00,coffee,Mocha,1.0,1,70,35,to go,mobile,F,True,4.880315146134892
alpha,alpha22-004782,2022-02-06 10:12:00,tea,Bubble Tea,1.0,1,70,30,eat in,credit card,F,False,1.8401447683431167
alpha,alpha22-004793,2022-02-07 06:23:00,smoothie,Mango Smoothie,0.25,2,90,45,to go,mobile,M,False,5.814107967477204
alpha,alpha22-004793,2022-02-07 06:23:00,bakery,Cookies,,2,85,45,to go,mobile,M,False,7.314107967477204
alpha,alpha22-004794,2022-02-07 06:44:00,smoothie,Kiwi Smoothie,0.75,2,90,50,eat in,credit card,F,False,3.410146522207599
alpha,alpha22-004795,2022-02-07 06:45:00,coffee,Black Coffee,0.5,1,45,20,to go,mobile,M,True,3.461942991019103
alpha,alpha22-004796,2022-02-07 06:47:00,coffee,Mocha,0.5,2,70,35,to go,mobile,M,False,2.1687814137180066
alpha,alpha22-004797,2022-02-07 07:00:00,coffee,Cappuccino,1.0,5,75,40,to go,cash,F,False,10.47292348817163
alpha,alpha22-004798,2022-02-07 07:01:00,coffee,Americano,1.0,3,45,25,to go,mobile,M,False,4.0123946861203805
alpha,alpha22-004799,2022-02-07 07:03:00,bakery,Muffin,,1,60,30,to go,credit card,F,False,6.17898150816384
alpha,alpha22-004799,2022-02-07 07:03:00,smoothie,Strawberry Smoothie,0.0,1,85,45,to go,credit card,F,False,7.67898150816384
alpha,alpha22-004800,2022-02-07 07:16:00,smoothie,Kiwi Smoothie,0.5,2,90,50,to go,cash,M,False,4.542315950834323
alpha,alpha22-004801,2022-02-07 07:24:00,coffee,Cappuccino,0.25,1,75,40,eat in,credit card,M,False,3.8670657711169985
alpha,alpha22-004802,2022-02-07 07:25:00,coffee,Black Coffee,1.0,2,45,20,to go,mobile,M,True,3.69528111694258
alpha,alpha22-004802,2022-02-07 07:25:00,bakery,Sandwich,,2,80,30,to go,mobile,M,True,5.19528111694258
alpha,alpha22-004803,2022-02-07 07:28:00,bakery,Muffin,,1,60,30,to go,credit card,M,False,4.713198044795481
alpha,alpha22-004804,2022-02-07 07:33:00,tea,Black Tea,0.25,1,45,20,eat in,credit card,M,False,1.2198641110550597
alpha,alpha22-004805,2022-02-07 07:34:00,bakery,Donut,,2,40,15,eat in,mobile,M,True,3.5886589966864237
alpha,alpha22-004806,2022-02-07 07:49:00,tea,Thai Tea,1.0,1,70,30,delivery,credit card,M,False,3.1715579228858135
alpha,alpha22-004806,2022-02-07 07:49:00,coffee,Iced Coffee,0.5,2,60,30,delivery,credit card,M,False,4.671557922885814
alpha,alpha22-004807,2022-02-07 07:51:00,bakery,Sandwich,,1,80,30,to go,credit card,M,True,1.7780204910172386
alpha,alpha22-004808,2022-02-07 08:04:00,coffee,Americano,1.0,1,45,25,delivery,credit card,M,True,4.420941912291705
alpha,alpha22-004808,2022-02-07 08:04:00,tea,Black Tea,0.75,3,45,20,delivery,credit card,M,True,7.420941912291705
alpha,alpha22-004809,2022-02-07 08:20:00,smoothie,Mango Smoothie,0.25,2,90,45,to go,credit card,M,False,2.6032055379531105
alpha,alpha22-004810,2022-02-07 08:21:00,coffee,Black Coffee,0.5,2,45,20,to go,credit card,M,False,6.277170662187995
alpha,alpha22-004811,2022-02-07 08:24:00,tea,Green Tea,0.0,1,65,30,to go,credit card,M,False,5.058451682215079
alpha,alpha22-004812,2022-02-07 08:26:00,bakery,Sandwich,,1,80,30,eat in,cash,M,False,4.51884679381779
alpha,alpha22-004813,2022-02-07 08:27:00,coffee,Mocha,0.0,3,70,35,to go,credit card,F,True,6.953979841623428
alpha,alpha22-004814,2022-02-07 08:29:00,coffee,Black Coffee,0.0,1,45,20,to go,credit card,M,False,5.863789223225666
alpha,alpha22-004815,2022-02-07 08:31:00,coffee,Cappuccino,0.5,2,75,40,eat in,credit card,M,True,4.325522766766578
alpha,alpha22-004816,2022-02-07 08:34:00,smoothie,Kiwi Smoothie,0.5,1,90,50,to go,credit card,M,False,3.87128194064629
alpha,alpha22-004817,2022-02-07 08:42:00,coffee,Black Coffee,1.0,1,45,20,to go,mobile,M,False,3.9680085799866442
alpha,alpha22-004818,2022-02-07 08:49:00,coffee,Black Coffee,0.5,1,45,20,to go,credit card,M,True,2.9424297579069796
alpha,alpha22-004819,2022-02-07 08:53:00,bakery,Donut,,1,40,15,delivery,mobile,M,True,4.030809372151248
alpha,alpha22-004820,2022-02-07 08:55:00,bakery,Croissant,,1,85,50,to go,credit card,M,False,2.1028370068957902
alpha,alpha22-004821,2022-02-07 08:59:00,bakery,Croissant,,2,85,50,to go,credit card,M,False,1.4524836380846224
alpha,alpha22-004821,2022-02-07 08:59:00,bakery,Donut,,2,40,15,to go,credit card,M,False,2.9524836380846224
alpha,alpha22-004822,2022-02-07 09:05:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,M,False,5.184874712208141
alpha,alpha22-004823,2022-02-07 09:08:00,coffee,Espresso,0.75,2,55,30,eat in,credit card,F,False,4.705778272582337
alpha,alpha22-004824,2022-02-07 09:09:00,bakery,Muffin,,1,60,30,eat in,mobile,M,False,4.136251708732695
alpha,alpha22-004825,2022-02-07 09:13:00,bakery,Muffin,,2,60,30,to go,mobile,M,False,3.453816742481581
alpha,alpha22-004826,2022-02-07 09:15:00,bakery,Croissant,,2,85,50,to go,mobile,M,True,5.8194991881429035
alpha,alpha22-004827,2022-02-07 09:16:00,bakery,Sandwich,,1,80,30,to go,credit card,F,False,6.1110535737074265
alpha,alpha22-004827,2022-02-07 09:16:00,bakery,Muffin,,1,60,30,to go,credit card,F,False,7.6110535737074265
alpha,alpha22-004828,2022-02-07 09:20:00,bakery,Donut,,2,40,15,eat in,mobile,F,False,4.07962831678065
alpha,alpha22-004829,2022-02-07 09:24:00,tea,Green Tea,0.5,1,65,30,to go,credit card,M,False,4.9791975775202815
alpha,alpha22-004829,2022-02-07 09:24:00,bakery,Cookies,,1,85,45,to go,credit card,M,False,6.4791975775202815
alpha,alpha22-004830,2022-02-07 09:30:00,smoothie,Strawberry Smoothie,1.0,1,85,45,to go,credit card,M,False,3.087368852940581
alpha,alpha22-004831,2022-02-07 09:31:00,smoothie,Kiwi Smoothie,0.5,2,90,50,to go,credit card,F,False,2.9880760943932607
alpha,alpha22-004832,2022-02-07 09:32:00,coffee,Mocha,0.5,2,70,35,to go,mobile,F,True,4.702236499088469
alpha,alpha22-004833,2022-02-07 09:37:00,coffee,Cappuccino,0.25,2,75,40,to go,credit card,M,False,5.355290861772352
alpha,alpha22-004834,2022-02-07 09:42:00,bakery,Croissant,,2,85,50,delivery,credit card,M,False,3.987870586806721
alpha,alpha22-004834,2022-02-07 09:42:00,bakery,Sandwich,,1,80,30,delivery,credit card,M,False,5.4878705868067215
alpha,alpha22-004835,2022-02-07 09:43:00,bakery,Croissant,,2,85,50,to go,credit card,M,False,4.714711238269148
alpha,alpha22-004835,2022-02-07 09:43:00,bakery,Sandwich,,2,80,30,to go,credit card,M,False,6.214711238269148
alpha,alpha22-004836,2022-02-07 09:49:00,bakery,Sandwich,,1,80,30,eat in,credit card,M,False,4.068337076618906
alpha,alpha22-004836,2022-02-07 09:49:00,bakery,Croissant,,1,85,50,eat in,credit card,M,False,5.568337076618906
alpha,alpha22-004837,2022-02-07 09:49:00,bakery,Sandwich,,1,80,30,to go,credit card,F,False,4.512557592466672
alpha,alpha22-004838,2022-02-07 09:52:00,smoothie,Mango Smoothie,0.0,1,90,45,delivery,credit card,F,False,4.091958050627294
alpha,alpha22-004838,2022-02-07 09:52:00,bakery,Cookies,,1,85,45,delivery,credit card,F,False,5.591958050627294
alpha,alpha22-004839,2022-02-07 09:55:00,tea,Green Tea,0.75,1,65,30,delivery,credit card,M,False,3.040494469116185
alpha,alpha22-004839,2022-02-07 09:55:00,coffee,Americano,0.5,2,45,25,delivery,credit card,M,False,4.540494469116185
alpha,alpha22-004840,2022-02-07 09:56:00,coffee,Latte,0.75,1,70,35,eat in,mobile,M,False,3.0377554847608375
alpha,alpha22-004841,2022-02-07 10:04:00,smoothie,Mango Smoothie,0.5,1,90,45,eat in,credit card,M,False,4.489173766332404
alpha,alpha22-004842,2022-02-07 10:09:00,tea,Thai Tea,0.5,3,70,30,delivery,credit card,M,True,6.254847477895096
alpha,alpha22-004843,2022-02-07 10:13:00,coffee,Iced Coffee,0.75,1,60,30,to go,credit card,M,False,2.947272587294628
alpha,alpha22-004844,2022-02-07 10:22:00,coffee,Espresso,0.0,1,55,30,to go,mobile,M,False,5.878017757367514
alpha,alpha22-004845,2022-02-07 10:25:00,smoothie,Watermelon Smoothie,0.5,1,75,40,delivery,credit card,M,False,4.4396301110204295
alpha,alpha22-004846,2022-02-07 10:29:00,bakery,Croissant,,1,85,50,to go,credit card,M,False,5.311447791631136
alpha,alpha22-004847,2022-02-07 10:30:00,coffee,Black Coffee,0.75,3,45,20,to go,mobile,F,False,6.1049245616768895
alpha,alpha22-004847,2022-02-07 10:30:00,bakery,Croissant,,3,85,50,to go,mobile,F,False,7.6049245616768895
alpha,alpha22-004848,2022-02-07 10:35:00,coffee,Espresso,0.25,1,55,30,eat in,mobile,M,True,4.730189391417206
alpha,alpha22-004849,2022-02-07 10:44:00,coffee,Iced Coffee,0.75,2,60,30,eat in,credit card,M,False,2.1460115687051
alpha,alpha22-004850,2022-02-07 10:50:00,coffee,Iced Coffee,0.5,1,60,30,eat in,credit card,M,False,2.589431068939126
alpha,alpha22-004851,2022-02-07 10:51:00,coffee,Iced Coffee,0.75,2,60,30,eat in,cash,M,True,3.8874476067440296
alpha,alpha22-004993,2022-02-08 06:38:00,bakery,Donut,,3,40,15,to go,credit card,F,True,6.820020267125999
alpha,alpha22-004994,2022-02-08 06:39:00,bakery,Sandwich,,2,80,30,to go,credit card,F,False,5.062979660283453
alpha,alpha22-004995,2022-02-08 06:57:00,coffee,Espresso,0.5,1,55,30,eat in,mobile,F,False,4.8140390359424625
alpha,alpha22-004996,2022-02-08 07:10:00,smoothie,Mango Smoothie,0.5,1,90,45,eat in,mobile,M,True,3.7918320833349726
alpha,alpha22-004997,2022-02-08 07:13:00,coffee,Iced Coffee,0.75,1,60,30,to go,credit card,F,False,5.60281846003887
alpha,alpha22-004998,2022-02-08 07:29:00,bakery,Croissant,,1,85,50,eat in,credit card,M,True,4.1634451040351745
alpha,alpha22-004999,2022-02-08 07:33:00,smoothie,Mango Smoothie,1.0,2,90,45,eat in,credit card,M,False,5.277355433405591
alpha,alpha22-005000,2022-02-08 07:35:00,coffee,Cappuccino,0.5,3,75,40,to go,mobile,M,False,5.45662361913685
alpha,alpha22-005001,2022-02-08 07:51:00,bakery,Muffin,,2,60,30,to go,credit card,M,False,4.512633961056651
alpha,alpha22-005002,2022-02-08 07:57:00,bakery,Sandwich,,1,80,30,delivery,mobile,M,False,3.6943079555852285
alpha,alpha22-005003,2022-02-08 08:04:00,coffee,Cappuccino,0.5,1,75,40,eat in,mobile,F,False,5.619534301311714
alpha,alpha22-005004,2022-02-08 08:10:00,tea,Green Tea,0.5,1,65,30,to go,credit card,F,False,5.522505660519239
alpha,alpha22-005005,2022-02-08 08:13:00,bakery,Croissant,,3,85,50,to go,mobile,F,False,4.372506740806921
alpha,alpha22-005006,2022-02-08 08:14:00,bakery,Sandwich,,2,80,30,delivery,credit card,F,False,4.562452062066528
alpha,alpha22-005006,2022-02-08 08:14:00,coffee,Americano,0.75,2,45,25,delivery,credit card,F,False,6.062452062066528
alpha,alpha22-005006,2022-02-08 08:14:00,coffee,Black Coffee,1.0,6,45,20,delivery,credit card,F,False,12.062452062066528
alpha,alpha22-005007,2022-02-08 08:14:00,coffee,Cappuccino,0.5,3,75,40,to go,credit card,M,False,7.093056543545569
alpha,alpha22-005008,2022-02-08 08:17:00,coffee,Black Coffee,0.75,1,45,20,delivery,mobile,F,True,4.71072286007846
alpha,alpha22-005008,2022-02-08 08:17:00,tea,Green Tea,0.0,3,65,30,delivery,mobile,F,True,7.71072286007846
alpha,alpha22-005009,2022-02-08 08:17:00,coffee,Black Coffee,0.25,1,45,20,to go,gift card,M,False,5.711649651302627
alpha,alpha22-005010,2022-02-08 08:22:00,coffee,Americano,1.0,2,45,25,to go,cash,M,False,4.396379424262544
alpha,alpha22-005011,2022-02-08 08:24:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,M,True,2.5109971410094065
alpha,alpha22-005012,2022-02-08 08:25:00,tea,Thai Tea,0.75,2,70,30,delivery,mobile,M,False,3.4485780745422336
alpha,alpha22-005012,2022-02-08 08:25:00,coffee,Latte,0.5,1,70,35,delivery,mobile,M,False,4.948578074542233
alpha,alpha22-005013,2022-02-08 08:27:00,coffee,Cappuccino,1.0,2,75,40,to go,cash,M,False,5.03183412381983
alpha,alpha22-005013,2022-02-08 08:27:00,bakery,Muffin,,2,60,30,to go,cash,M,False,6.53183412381983
alpha,alpha22-005014,2022-02-08 08:28:00,coffee,Black Coffee,0.5,1,45,20,to go,mobile,F,False,1.4230533272526245
alpha,alpha22-005015,2022-02-08 08:29:00,tea,Black Tea,0.75,2,45,20,eat in,mobile,M,False,4.90022718702217
alpha,alpha22-005015,2022-02-08 08:29:00,bakery,Donut,,2,40,15,eat in,mobile,M,False,6.40022718702217
alpha,alpha22-005016,2022-02-08 08:30:00,coffee,Black Coffee,0.0,1,45,20,eat in,mobile,F,False,2.2068087867504795
alpha,alpha22-005017,2022-02-08 08:31:00,coffee,Americano,0.0,1,45,25,eat in,credit card,F,False,5.819360806806298
alpha,alpha22-005018,2022-02-08 08:35:00,tea,Bubble Tea,0.25,2,70,30,eat in,credit card,F,True,2.866013999189839
alpha,alpha22-005019,2022-02-08 08:35:00,smoothie,Mango Smoothie,0.5,2,90,45,eat in,mobile,M,False,3.844945368380413
alpha,alpha22-005020,2022-02-08 08:36:00,tea,Bubble Tea,0.5,3,70,30,delivery,credit card,F,False,7.598574496368695
alpha,alpha22-005020,2022-02-08 08:36:00,coffee,Espresso,1.0,1,55,30,delivery,credit card,F,False,7.598574496368695
alpha,alpha22-005021,2022-02-08 08:40:00,coffee,Iced Coffee,0.25,1,60,30,eat in,credit card,F,True,5.361877114899512
alpha,alpha22-005022,2022-02-08 08:40:00,coffee,Black Coffee,0.5,1,45,20,to go,cash,F,False,3.8892519604201325
alpha,alpha22-005023,2022-02-08 08:41:00,coffee,Iced Coffee,0.5,1,60,30,to go,mobile,M,False,5.917716826070223
alpha,alpha22-005024,2022-02-08 08:43:00,coffee,Classic Black Cold Brew,0.5,2,100,35,to go,cash,F,True,6.3953795421821
alpha,alpha22-005025,2022-02-08 08:43:00,bakery,Donut,,2,40,15,to go,mobile,M,True,3.998337381223771
alpha,alpha22-005025,2022-02-08 08:43:00,tea,Thai Tea,0.5,2,70,30,to go,mobile,M,True,5.498337381223771
alpha,alpha22-005026,2022-02-08 08:48:00,coffee,Classic Black Cold Brew,1.0,2,100,35,to go,mobile,F,False,3.7673347950359743
alpha,alpha22-005027,2022-02-08 08:48:00,smoothie,Mango Smoothie,1.0,1,90,45,eat in,credit card,M,False,1.6016263276080718
alpha,alpha22-005028,2022-02-08 08:49:00,bakery,Croissant,,2,85,50,eat in,mobile,F,False,3.7779148830474476
alpha,alpha22-005029,2022-02-08 08:50:00,bakery,Donut,,3,40,15,to go,mobile,F,True,5.387574933896897
alpha,alpha22-005029,2022-02-08 08:50:00,bakery,Croissant,,3,85,50,to go,mobile,F,True,6.887574933896897
alpha,alpha22-005030,2022-02-08 08:55:00,coffee,Cappuccino,0.25,1,75,40,eat in,mobile,F,False,3.7187193479316267
alpha,alpha22-005031,2022-02-08 09:00:00,bakery,Donut,,1,40,15,eat in,credit card,M,False,3.7050536901644318
alpha,alpha22-005031,2022-02-08 09:00:00,smoothie,Strawberry Smoothie,0.5,1,85,45,eat in,credit card,M,False,5.205053690164432
alpha,alpha22-005032,2022-02-08 09:02:00,bakery,Cookies,,2,85,45,eat in,credit card,F,False,5.574455776799503
alpha,alpha22-005032,2022-02-08 09:02:00,bakery,Donut,,2,40,15,eat in,credit card,F,False,7.074455776799503
alpha,alpha22-005033,2022-02-08 09:04:00,tea,Green Tea,0.5,1,65,30,eat in,mobile,M,False,3.3204643889273378
